"","x"
"1",0
"2",-1.7922744814083
"3",-2.17272238452316
"4",-2.55892007926891
"5",-2.12028831551663
"6",-0.443686586459248
"7",2.15824262219066
"8",5.33921678402943
"9",8.78223389408808
"10",11.7516946983271
"11",13.79034482269
"12",14.887812589298
"13",14.8808443231577
"14",14.3199989427656
"15",12.5019676478738
"16",12.5838004015148
"17",14.9417065854018
"18",16.3089039484606
"19",16.4382227120069
"20",15.8735799515711
"21",15.9685031847472
"22",16.3510552639845
"23",16.8687309081331
"24",17.3809839251006
"25",17.733642503709
"26",19.3629364219645
"27",21.1249017129169
"28",23.9380590572787
"29",25.3980674307527
"30",26.3763114770528
"31",27.5750678327556
"32",28.8119416079841
"33",30.2890508952988
"34",31.1582346134212
"35",31.269212477695
"36",30.1728156941722
"37",27.7146193493249
"38",25.5156953016135
"39",24.356530162776
"40",23.7063071677512
"41",24.1348983529763
"42",26.9889897207234
"43",29.8062739916782
"44",29.5054169497729
"45",29.1158854028905
"46",28.5979286650333
"47",27.140954276989
"48",26.6569418280166
"49",26.497744546636
"50",25.0072825057515
"51",23.3858574966658
"52",22.0404778668327
"53",20.9004926676466
"54",20.376667002374
"55",19.7795866389267
"56",19.7609688807915
"57",19.847776386724
"58",20.1387610744763
"59",21.6342788197853
"60",23.8142940134411
"61",25.4499653282513
"62",27.744344205785
"63",31.1477549729996
"64",34.9156324742604
"65",38.4428646901345
"66",40.7561102543502
"67",43.653406116233
"68",46.0513094428572
"69",49.8568353035995
"70",55.5275331148869
"71",60.5946963179089
"72",63.5041558004694
"73",64.6081063726652
"74",65.3929472577287
"75",65.9025699418954
"76",65.8393795505998
"77",64.6634373705995
"78",63.2018466181578
"79",61.2251556843429
"80",57.5834087659743
"81",53.4558137426976
"82",50.8826210729931
"83",48.7082182791515
"84",47.2889868849991
"85",44.8397012225005
"86",42.0157693728325
"87",40.2482501142793
"88",39.3950916715752
"89",38.9688177926442
"90",38.0399307782685
"91",36.1267638165816
"92",33.1472492836105
"93",30.3692198590312
"94",27.258145003733
"95",23.8049903687015
"96",20.5410957466276
"97",19.6457959581016
"98",19.1995372282014
"99",18.7519418657184
"100",18.5895197114382
"101",17.5367057786657
"102",16.1422182292591
"103",16.4355250050953
"104",17.8439499080552
"105",19.2376747789556
"106",19.9507743043328
"107",18.2567582869243
"108",17.0062590756413
"109",15.1108882423972
"110",13.6042190512169
"111",14.6779610229288
"112",15.0476132239352
"113",15.3231727396292
"114",15.6323150304692
"115",14.1763859592946
"116",10.7109029690003
"117",5.57964657629948
"118",0.142966853181195
"119",-5.93358577139448
"120",-10.8377888905772
"121",-12.3170840589097
"122",-13.7374961993481
"123",-14.7296023022412
"124",-14.3603755198172
"125",-13.3482703944274
"126",-13.3808616129175
"127",-14.0305754984788
"128",-14.8904682454134
"129",-15.1555905773257
"130",-15.4586324323491
"131",-14.9103119077342
"132",-14.3577496524664
"133",-13.0502788115564
"134",-12.5271234127048
"135",-13.8933428417146
"136",-12.3753560723591
"137",-9.95730427756399
"138",-7.93306404426737
"139",-5.52798838782587
"140",-3.76942365136449
"141",-2.08760013073615
"142",-0.114745764691581
"143",1.43263948419492
"144",2.62815046300859
"145",3.58313850908372
"146",6.45854721809077
"147",9.08176403853168
"148",9.71367317967332
"149",9.70899075822039
"150",10.0346197700867
"151",10.8868868332115
"152",11.3285968904554
"153",10.3894561359237
"154",10.3696656414022
"155",10.6357754458763
"156",9.80832523282536
"157",8.47732906211683
"158",7.09721644673091
"159",7.00445869696154
"160",7.56994993420006
"161",8.818765355274
"162",9.69555256755315
"163",10.3617816383719
"164",10.6773016383269
"165",10.8619582107191
"166",10.1616118747421
"167",7.84285159364368
"168",7.32965598684897
"169",8.5184150174596
"170",8.51850529215936
"171",7.28177591442629
"172",4.8013293693023
"173",4.42304243978818
"174",6.53223104705225
"175",8.61064336438391
"176",10.6839947491332
"177",12.1999329386297
"178",12.729266621652
"179",12.1260072829118
"180",10.6544811255349
"181",10.8308590332404
"182",11.7433869679877
"183",12.5656404896704
"184",13.5267533548295
"185",15.6499632402416
"186",17.4487052568692
"187",17.6371598043068
"188",18.9673667994641
"189",20.4282176448862
"190",20.6532507428314
"191",19.2354711173343
"192",16.1983951351772
"193",12.5524030089947
"194",9.96660838556613
"195",9.3168137343363
"196",10.0594904366529
"197",10.6437686783287
"198",10.9891125605063
"199",10.5906661712606
"200",9.20239266645005
"201",8.61781528079149
"202",7.57688604314956
"203",8.19164032922671
"204",9.57077114686881
"205",10.8434548306288
"206",11.2303434862118
"207",10.5962018685451
"208",8.48467809722495
"209",5.95402562564345
"210",4.25702335911635
"211",3.43321709251828
"212",2.15478776426576
"213",-0.0473459127176343
"214",-2.70556255807421
"215",-3.58717456368455
"216",-4.68173745391539
"217",-6.30509117081314
"218",-5.7909381198425
"219",-4.52940965355534
"220",-4.93051502701141
"221",-6.59608911296103
"222",-7.77547312045287
"223",-8.85185320866368
"224",-10.462635078617
"225",-12.376115990483
"226",-13.9883626899008
"227",-13.6344029547196
"228",-12.6405458931407
"229",-10.8089433037954
"230",-8.17250736859286
"231",-5.86162145811169
"232",-5.60263468037043
"233",-6.68301357717523
"234",-8.29774580653381
"235",-9.78731238382839
"236",-9.65518975161646
"237",-6.60631333318242
"238",-1.47309165253586
"239",3.27412525714432
"240",5.24879590716635
"241",5.56148886533342
"242",5.7064605229045
"243",6.71205446456544
"244",8.90156408841219
"245",11.8187452011482
"246",13.0993704562457
"247",14.2758765310574
"248",15.1953456972962
"249",15.8824451222349
"250",16.5940771894402
"251",17.6288251967618
"252",18.6953819679305
"253",17.8934897786928
"254",17.1547344432833
"255",17.3180047256921
"256",17.3759826105158
"257",17.4076836167823
"258",17.6261553226873
"259",18.0889714786565
"260",20.2105803036899
"261",22.5092400677718
"262",24.4067080734553
"263",27.1770990430135
"264",31.0317847785716
"265",35.7878869890868
"266",39.5879323116296
"267",44.3417172994269
"268",49.2126875257414
"269",55.0096659869649
"270",59.2297719922664
"271",61.9513890398465
"272",65.3890890420569
"273",68.0489641420871
"274",69.0665541602821
"275",68.5657429871223
"276",66.6433114174523
"277",64.1419499888665
"278",62.2534602523667
"279",58.8940475517255
"280",55.4113925756246
"281",53.9679338578466
"282",55.4690784250728
"283",58.9899570801747
"284",63.2140227641524
"285",65.2449322941182
"286",65.4047880105269
"287",64.8798727730679
"288",64.9874412575663
"289",65.3195866625396
"290",64.2738186914563
"291",64.4923157086536
"292",66.4207224682545
"293",68.6565737943242
"294",71.7820786017513
"295",73.5527624656209
"296",74.9607427108889
"297",75.8946246796848
"298",77.0640195884155
"299",78.2805863216654
"300",79.8563894439666
"301",82.7690299133828
"302",85.7741911867623
"303",89.1995238875765
"304",91.2601353315559
"305",91.5928030287294
"306",93.0173526776383
"307",95.2939892254835
"308",95.2517696298379
"309",92.8278450910222
"310",90.0059057183393
"311",88.5137431167329
"312",87.6510194818999
"313",87.5340864181964
"314",88.7116390810318
"315",91.804238729057
"316",95.1698625951836
"317",97.8383881485414
"318",98.193980278995
"319",97.7011628978745
"320",96.7847227321265
"321",94.7916359877762
"322",92.5302555698464
"323",91.6461412927224
"324",89.4535729687065
"325",86.2758647779441
"326",83.6366958653141
"327",80.6904718069465
"328",78.2207917177242
"329",76.8234290382117
"330",75.8782176956335
"331",72.639632348173
"332",71.3872731191912
"333",71.4658155514709
"334",72.0771931501482
"335",73.1656583609204
"336",75.1979870098748
"337",78.1538459928216
"338",80.7175697311376
"339",83.0418199083846
"340",84.1448951051626
"341",85.4115738579223
"342",86.3923400266955
"343",89.36320714606
"344",91.2972386227575
"345",91.5549521133055
"346",92.35450914702
"347",93.91697725225
"348",94.8325369713583
"349",94.2734634851799
