7897.97400000000	8512
7994.43200000000	8293
7982.88100000000	8484
7947.24300000000	8346
7952.43100000000	8446
8014.08800000000	8705
7990.34800000000	8841
8018.59700000000	8824
7997.47200000000	8606
8086.39100000000	8598
8071.63400000000	8612
8149.40100000000	8634
8249.09900000000	9237
8354.82600000000	9155
8745.56800000000	9257
8443.08500000000	9300
8615.95200000000	9266
8338.71600000000	9373
8398.77400000000	9390
8408.58000000000	9363
8389.56200000000	9318
8523.11400000000	9398
8527.84500000000	9543
8786.86600000000	9687
8857.62600000000	9779
8880.17100000000	9878
8818.65400000000	9793
8720.36800000000	9686
8714.28600000000	9701
8794.33200000000	9667
8870.73400000000	9731
9012.96500000000	9876
9175.62300000000	9981
9313.97000000000	10181
9386.46000000000	10326
9457.58700000000	10395
9435.09300000000	10458
9429.04100000000	10518
9404.35700000000	10514
9487.19900000000	10629
9510.71400000000	10601
9489.23500000000	10629
9522.33600000000	10632
9486.24500000000	10524
9319.99800000000	10395
9360.38100000000	10424
9474.59200000000	10593
9553.80100000000	10678
9693.38200000000	10718
9803.96000000000	10863
9863.97100000000	10798
9831.04400000000	10834
9845.77500000000	10882
9935.68600000000	10903
9856.36700000000	10866
9824.16800000000	10811
9781.83000000000	10866
9890.72700000000	10987
9897.13600000000	11091
10050.3900000000	11261
10121.6500000000	11327
10209.0300000000	11413
10252.9100000000	11432
10356.9400000000	11480
10393.5800000000	11537
10458.7100000000	11610
10561.0200000000	11696
10606.2000000000	11844
10784	12043
10939.3500000000	12331
11099.6900000000	12445
11089.2800000000	12545
11304.5400000000	12650
11400.3900000000	12755
11555.2500000000	13063
11842.5300000000	13284
11986.7000000000	13376
11986.8200000000	13372
12088.0300000000	13500
12101.3200000000	13613
12141.2700000000	13782
12278.5500000000	13861
12304.8000000000	13954
12347.3300000000	14017
12612.4000000000	14231
12776.6800000000	14435
12982.0600000000	14425
13006.1600000000	14481
13125.1500000000	14476
13179.5600000000	14588
13206.3200000000	14843
13272.5600000000	14907
13322.2300000000	14945
13340.7600000000	15160
13413.0700000000	15312
13330.2700000000	15209
13542.7900000000	15464
13628.0800000000	15651
13693.9500000000	15672
13877.8700000000	15789
14029.4200000000	15850
14263.3100000000	15962
14445.5600000000	16246
14746.4700000000	16848
14985.2300000000	17002
14945.1100000000	17132
14962.7700000000	17175
14883.6000000000	17343
14723.8800000000	17041
14742.4900000000	16859
14764.8400000000	16869
14509.2800000000	16749
14600.2000000000	16650
14805.6400000000	17386
14972.0700000000	17100
15092.1600000000	17229
15362.2400000000	17445
15470.1000000000	17551
15594.1900000000	17664
15756.4300000000	17744
15902.0300000000	17717
15951.0200000000	17875
16057.9600000000	18093
16252.9800000000	18405
16309.6800000000	18476
16615.7400000000	18640
16636.4700000000	18737
16722.2500000000	18829
16764.6800000000	18987
16711.5600000000	18805
16825.9700000000	18855
16818.8400000000	18947
16743.1100000000	18947
16316.9400000000	18629
16443.1300000000	18765
16617.6800000000	19101
16655.9100000000	19018
16618.2400000000	18978
16639.7300000000	19346
16470.3800000000	19334
16543.3900000000	19316
16565.6900000000	19408
16649.3900000000	19443
16910.5200000000	19463
17041.1200000000	19577
17344.0900000000	19679
17606.9300000000	19926
17845.4700000000	20289
17964.5600000000	20693
18184.9800000000	21007
18281.8600000000	21282
18477.8700000000	21433
18756.1200000000	21340
18887.2700000000	21718
19197.1800000000	21528
19190.4500000000	21697
19312.2200000000	21912
19477.4800000000	22114
19769	22175
19841.4300000000	22135
19799.1800000000	22228
20022.1000000000	21940
20195.9500000000	22278
20194.4900000000	22538
20490.0900000000	22776
20595.9700000000	22942
20704.5600000000	23059
20896.5200000000	23209
20931.1300000000	23425
20978.1100000000	23277
21137.9200000000	23363
21183.9300000000	23478
21303.4900000000	23601
21307.7100000000	23683
21313.4800000000	23616
21072.9000000000	23374
20947.7400000000	23374
21040.2600000000	23477
21045.3800000000	23443
20963.9400000000	23515
21260.9800000000	23800
21315.7700000000	23902
21472.6100000000	23935
21659.1800000000	24192
21683.3800000000	23767
21825.4300000000	24063
21987.4500000000	24033
22112.3300000000	24310
22298.5500000000	24147
22397.5600000000	24487
22504.5100000000	24588
22657.5800000000	24838
22623.7700000000	24932
22744.4800000000	24864
22874.1200000000	24969
22964.3700000000	25040
23116.3700000000	25244
23311.5800000000	25443
23374.9800000000	25576
23490.5300000000	25635
23664.7100000000	25796
23692.8800000000	25915
24015.8700000000	26125
24214.8700000000	26405
24393	26937
24744.6200000000	27247
24994.8900000000	27447
25301.1700000000	27565
25485.7200000000	27682
25816.1100000000	27669
26043.5800000000	27760
26332	28111
26663.8400000000	28629
26847.8800000000	28850
27035.4100000000	29075
27200.4800000000	29039
27244.2500000000	29188
27281.1300000000	29037
27327.3300000000	29696
27683.2800000000	29274
27716.2200000000	29996
27793.4400000000	30092
27909.6200000000	29912
27939.4100000000	29908
28024.6100000000	29955
28221.3200000000	30339
28543.2800000000	30685
28631.2700000000	30786
28847.4600000000	30861
28939.6800000000	31097
29114.6300000000	31227
29376.0900000000	31582
29533.5000000000	31130
29755	31278
29890.9800000000	31385
29893.8300000000	31477
30159.1100000000	31997
30254.2600000000	32205
30360.8200000000	32272
30582.6200000000	32606
30688.9100000000	32674
30734.4900000000	32644
30785.2100000000	32681
30814.8800000000	32775
30690.4400000000	32821
30634.0100000000	33480
30289.6500000000	32672
29966.4000000000	32810
29867.0200000000	32780
29686.9800000000	33191
29762.6500000000	32746
29763.4700000000	32673
29843.3100000000	32717
29947.5800000000	33100
