"","x","y","z"
"1",0.833733170755138,2.48496486998863,0.404104080712706
"2",0.557685397540272,1.73305048068779,0.15987809251265
"3",0.202683559506866,1.9168531541978,0.224824579859173
"4",0.29017098331107,0.0668597827402717,-1.64471437065563
"5",2.54242671385429,2.04194375416016,4.99113298298261
"6",3.37688684298797,3.75329520644903,2.83598329185228
"7",4.68930235157658,4.30646386028845,6.23164325909504
"8",7.19194775946726,7.16578533284006,9.69541217686161
"9",8.36017950285168,9.87952070594008,11.3212316094512
"10",7.93401392543732,8.01859124417032,11.3467064257456
"11",6.93788417382587,3.67204231274937,9.86998651163757
"12",5.8239342701953,5.75493706629165,8.38559041057106
"13",5.76820272981451,7.68200292752675,7.48952727318016
"14",6.94263512784858,8.15387051762742,10.3833121471828
"15",7.99585373827697,7.2263277703877,9.40472332000068
"16",8.05345970902321,8.89763786359857,10.928424494296
"17",7.31841681415297,8.54418631187749,9.84597442029956
"18",8.24894523725054,10.3407389226588,12.2855740889634
"19",9.91715620580733,8.43223709574244,14.2221486041304
"20",10.476844091836,12.1480415500942,14.3076035377683
"21",9.72286932035862,10.6470121414849,13.2448565215602
"22",10.9794235149737,11.2231892057586,16.7062275385302
"23",11.0179160620022,11.6162329885124,16.9014717041811
"24",11.2074558888445,10.2540652027813,15.5386576795813
"25",11.6700508396786,13.1607492983777,17.0184152137631
"26",11.2426877865669,10.4750920987788,16.288810237767
"27",11.2592737886493,13.3209675218092,16.1539709192395
"28",11.9641528906205,11.8956863501393,16.6614118164671
"29",12.9360022114839,14.902559273708,16.5626412240232
"30",12.315510608471,13.7415253431605,18.0321817499834
"31",11.4596436113028,10.7743972565174,15.6911145762706
"32",11.5292019384222,12.6427726133128,15.5951939509533
"33",10.4830036684134,9.17957179960522,16.1010170535064
"34",7.73413528584194,9.10801768419443,8.86569382116336
"35",6.60427567557494,7.01883388512202,9.9959726933527
"36",5.74259090828565,5.22315174359993,8.01171815617388
"37",7.302664755547,8.09924553871183,9.91276098619812
"38",8.31775312976101,8.98104680755524,12.2119243522116
"39",9.36174755496075,10.8794009719861,12.4572240288425
"40",8.24584236187561,8.85967996950395,11.7629224270448
"41",7.17453786507476,8.15066785906791,9.11246892155424
"42",8.14235880781366,9.31471772510073,11.8679266687186
"43",8.31339135705762,9.36532499744308,11.6222020623056
"44",7.41714106901623,8.06637165534438,9.31641226323633
"45",7.57543032053938,8.75577700579726,10.403229430467
"46",7.07348184765754,7.95778738454157,9.49665158580972
"47",6.10755923119819,5.64656106766718,9.74665919306523
"48",5.9938250930116,5.76826662597027,8.93460224514354
"49",7.07977490058361,7.76306543695371,11.0798640510667
"50",5.8681266417476,5.33692058042846,7.85293203225763
"51",4.10040457893576,4.88184674165957,5.15189737972234
"52",3.60871250373414,3.96489213436769,4.3060670960124
"53",3.93017837815104,4.12268720040773,6.14673760906421
"54",5.39083919247755,5.33322190751888,5.89408612033353
"55",6.92808181177987,5.11468224639621,10.5426221681828
"56",6.58851328012633,7.7182577685967,8.27315855607064
"57",5.51106453703486,7.42589465337739,8.58742749021261
"58",4.02029934603317,5.84438014844546,3.26660666137813
"59",3.76755265210499,2.71295502849888,4.21690262228625
"60",3.645630143504,4.27860899418681,5.31880563964755
"61",2.99664677312729,1.86784162856645,4.72236184993482
"62",3.30972252787755,4.8915326212447,5.00201109479928
"63",3.43253309318705,2.63801731379191,5.22502587336376
"64",2.59569267504394,5.10466065698928,3.66443318779385
"65",3.19611441184809,1.95436999542865,3.42048165955392
"66",2.95017974873705,4.07813760054824,3.01301706853056
"67",2.76551509990612,5.07120798023152,2.93980545971429
"68",2.78867187096071,2.5828557574112,2.88052736620642
"69",2.30402028824576,3.37800480278812,2.12672819164288
"70",1.56611394566689,3.19637148072817,1.65601092397736
"71",2.8686214661334,3.42505862827924,1.59820616974761
"72",3.4331209050515,3.74733657617937,3.69660862231243
"73",1.62807655706591,3.68521524035076,0.998107315225147
"74",2.06641546650886,4.0321849968495,2.1339469598255
"75",0.625326500084945,3.80421923941024,0.73091725910515
"76",1.57815565276968,2.67597128746212,-0.00432491003733837
"77",0.855173268215061,2.50368038909751,-1.57484662066714
"78",0.903933568801803,2.6767875631818,-0.277355849311546
"79",-0.659598610526014,-1.18314297809947,-3.60264726285789
"80",-2.96196498152157,-5.09596600985556,-6.13093914480074
"81",-1.80400141075917,-0.733822437877274,-3.69977847491589
"82",-2.5087368473082,-0.800817292938731,-4.61553462158398
"83",-4.08255898181446,-4.30586528883854,-6.37745741014482
"84",-3.56420743714867,-1.65035030171572,-7.74692742695165
"85",-4.62913801458402,-3.66858515206311,-8.24663470390453
"86",-4.58208363731123,-2.76312400405798,-7.04734244805542
"87",-3.73403620582889,-3.36754867858234,-6.14205471533463
"88",-3.30135844212141,-2.29160275498098,-4.7562466912551
"89",-2.77855310808625,-3.55882368758403,-4.10206060712771
"90",-3.03243920170492,-2.82482064975712,-5.36849502090339
"91",-3.52929112687038,-3.44807356607351,-7.08459174859028
"92",-2.26918997363698,-2.19161616206,-5.55626599568827
"93",-1.70420977389692,-3.34582860248296,-6.05737781275793
"94",-2.04884747851548,-1.64121705598384,-4.62713684808385
"95",-1.32403767729998,-0.210681556082736,-3.33313993876054
"96",-0.459945538349296,-0.814679485494957,-1.4699053025437
"97",-0.0906989056315514,-0.113253697724443,-1.06129445817556
"98",1.4928973240071,2.89318383413824,2.11970523256684
"99",1.55326773771879,1.99151262021482,1.73073832439976
"100",1.68197866924423,2.47625313959788,0.472168639507801
"101",0.831189395547094,1.57857109907102,0.310457197183167
"102",1.92974055542655,2.80031304501636,4.42540566390639
"103",0.723385530813492,2.01776682473451,-0.779556088642204
"104",1.30524780641471,1.81645533333934,-0.269385723156946
"105",2.16893770102093,2.30167384338343,1.76767954825816
"106",3.15198970453763,2.14725732910583,3.49218849912673
"107",1.88072945392831,2.67765169440266,1.08411340372588
"108",1.87966669796854,2.9935408855117,2.2165657859119
"109",0.91875653988371,1.96363177614053,0.147367313627257
"110",2.17796584597537,1.3705852937964,2.19050846271558
"111",1.31135895620885,3.01183434268185,1.47166648630027
"112",1.56040314608474,0.73238160945801,1.56762689504896
"113",1.47423492273225,0.666523538142674,0.71023737337669
"114",0.981350581544592,2.73691921199345,0.622442984022283
"115",0.712351667942521,0.553015081962205,2.23993191272509
"116",0.313111431882373,-0.787884193891734,-1.54181641175156
"117",-0.631186078014379,-0.491045186516173,-3.16925884904693
"118",0.382002253806701,1.31062205559643,-0.427431135447077
"119",-0.0267018146546852,1.07655841662758,-2.06130238969009
"120",-0.207788604934634,0.353972703595256,-2.82900369335942
"121",0.975967250330178,0.833238060197264,0.543298840278984
"122",-0.632527241047224,-0.875570526745949,-3.43336145181868
"123",-2.90496710338599,-2.28645852562948,-5.20893531607648
"124",-4.94557501956961,-3.93166730887094,-9.13772563896977
"125",-5.59358137336777,-3.72058565284051,-9.60336266553374
"126",-4.8758591358941,-3.87724194098024,-7.87868590673246
"127",-4.97925914775993,-4.36982804174354,-8.10519285516723
"128",-4.65224178581962,-3.58545747402293,-8.64134775978743
"129",-5.62983911703044,-4.69133454598836,-10.7838677069576
"130",-5.28839613431168,-5.6928171020849,-10.5606795102854
"131",-5.2445737422637,-6.56684730578139,-10.9912312099009
"132",-6.26615210548349,-6.75683719915554,-11.4645833629052
"133",-5.47272438631773,-5.14993662507477,-9.83370226458312
"134",-4.97109992847361,-4.75091888397991,-7.16191062220604
"135",-6.52557028210896,-5.70442850441996,-10.7064460271785
"136",-5.64207244480491,-5.53023599313154,-8.9826931185845
"137",-5.84984024575033,-5.5699640254023,-9.70049396090855
"138",-4.01846623133876,-4.06339905987784,-5.44351400374395
"139",-3.84120184929972,-1.61809393963152,-6.40255583775309
"140",-4.64704249771795,-4.57736342252029,-7.90923332674782
"141",-2.69911002817929,-3.16327248227997,-4.69660573052466
"142",-2.57791297583315,-1.25630343052878,-4.77880386158106
"143",-2.93286210244194,-3.78395253792318,-4.76972073128475
"144",-1.87999585243317,-1.91907521016469,-2.43366168660487
"145",-0.716881889994964,-1.45485856776155,-3.37444457186298
"146",-1.51571470810763,-0.609076099623142,-2.59321760567401
"147",-0.740259413863228,1.10936752247491,-3.18538350586913
"148",-2.73526676608506,-2.31254370020314,-4.19157471214088
"149",-3.08582895880384,-3.11717985931562,-5.07020550457399
"150",-2.7049642163232,-3.26531301958152,-4.51314874370483
"151",-2.44675043584645,-0.661250980121764,-7.34768155924613
"152",-1.48224017309676,-0.887258611269916,-4.41559922204828
"153",-1.97351832594729,-1.28346120724063,-4.68573697125832
"154",-1.89187957009913,-2.11717232455812,-3.72109721785823
"155",-2.05365029281209,-2.51822605201037,-5.72871896888707
"156",-0.780833223425899,0.153454351081269,-1.18542558899355
"157",-1.50110249478017,-0.38005872988471,-2.56771581028525
"158",0.0399490645121158,-0.573166846180876,0.198203395997565
"159",0.893610614949171,2.21600426933563,3.33070568076484
"160",1.69601010611365,1.92360761929556,2.62579787054121
"161",1.35338795133093,1.11536004192809,1.57179621866801
"162",1.45378799378907,2.36947116165839,0.323279092319362
"163",1.60577623192851,0.97109087010149,-0.0710121491865732
"164",-0.850036322188816,-1.35070964615701,-5.09294380484528
"165",-1.19206530763719,0.876786099785791,-2.36995544722192
"166",-2.50704692637588,-1.12963725644249,-2.50953724708735
"167",-4.41709893454292,-4.33992374530428,-8.51689695858398
