"","x"
"1",0.184922880528718
"2",-0.398753624437121
"3",-0.0753712935453317
"4",0.586588240369821
"5",-0.0396595818310007
"6",0.546215529040531
"7",-0.520916176552639
"8",-0.2870466232649
"9",-0.00878556782777171
"10",-1.03670881163491
"11",-0.243016166640957
"12",-0.827699206768802
"13",-0.634952815910297
"14",-0.330017889562573
"15",-0.0565525577954422
"16",-0.204467899973829
"17",-0.386188885573842
"18",-0.671824011384782
"19",-0.0213655994460364
"20",0.113381185335091
"21",-0.116914385029629
"22",-0.276644819242801
"23",0.161833759645945
"24",0.98108330878301
"25",0.183902028783441
"26",0.75228012311832
"27",-0.0665863557684336
"28",0.145179905722947
"29",-0.0212545384720428
"30",0.424449102967481
"31",0.156527961765375
"32",-0.39591228705442
"33",-0.233874815880928
"34",-0.165757575863512
"35",0.0115549911765247
"36",-0.490804820795228
"37",-0.176049881489748
"38",-0.214404908888258
"39",0.0234127437193014
"40",-0.408453367117914
"41",0.148625640392888
"42",0.128883462798746
"43",0.69854723121126
"44",-0.305708464779746
"45",-0.816201291723039
"46",-0.701431638719578
"47",-0.192990863241336
"48",-0.194440548746501
"49",0.061986753802257
"50",-0.00469213548644831
"51",0.765805922401812
"52",0.275356416250484
"53",0.741550395057705
"54",0.0672501039161154
"55",0.756242509742767
"56",1.29241278483078
"57",0.44245576415934
"58",0.562823127077124
"59",0.349293694968083
"60",0.29608399831688
"61",-0.117095258724673
"62",0.0465617339007027
"63",-0.355895601919155
"64",0.270110287691231
"65",0.295503398705275
"66",0.78546720489856
"67",0.454473177387022
"68",0.875656747410217
"69",0.731531920031352
"70",-0.138122707972274
"71",-0.430642423933473
"72",-0.255499835846687
"73",-0.127014687949213
"74",0.299683968092088
"75",0.497410209202458
"76",-0.416851397155756
"77",-0.023362792209583
"78",-0.0871871902502885
"79",-0.38238551363
"80",-0.713044523305346
"81",-0.531242056574509
"82",-0.049722673320869
"83",0.75541364230691
"84",-0.204389215162594
"85",-0.299143538514704
"86",0.520491535644634
"87",-0.17890546405849
"88",-0.343872063478469
"89",-0.263171759339422
"90",-0.17448277015343
"91",-0.270051839950541
"92",0.317120043978567
"93",-0.0956793997943502
"94",-0.433707542994979
"95",-0.114981737835817
"96",0.0613371931209737
"97",0.503720631555201
"98",0.51951705377838
"99",-0.224425879376162
"100",-0.295864579109759
"101",0.16186534947331
"102",-0.88685915254227
"103",0.312343870724871
"104",0.711905264832937
"105",-0.299446685241039
"106",-0.587874921509569
"107",0.158083361418028
"108",0.198733979122484
"109",-0.259051874938698
"110",-0.737229773694017
"111",-0.025449889282441
"112",0.317116683184116
"113",-0.422144894371032
"114",-0.635155756473582
"115",-0.37315275164272
"116",-0.746632074518048
"117",-0.100239619210699
"118",0.0885863197523296
"119",0.0589849285483573
"120",0.155270969369939
"121",0.0216339109480534
"122",-0.0238626179963966
"123",0.0111245289575344
"124",-0.434303622333069
"125",0.374351844559021
"126",-0.545693798117292
"127",-0.20007629010688
"128",-0.529317732396068
"129",-0.148335009062483
"130",0.0789966753469888
"131",0.651499511615102
"132",0.23228090714192
"133",1.0175185717358
"134",0.247036020161176
"135",0.915784322580239
"136",0.181951088558852
"137",0.291593110071712
"138",0.173603074457578
"139",-0.0874683780120941
"140",-0.396648202089213
"141",0.578696561000108
"142",-0.607316214275862
"143",-0.597322200324612
"144",0.125483228598542
"145",-0.275119257217085
"146",-0.131804373549356
"147",-0.247955434534769
"148",-0.389948852283432
"149",-0.337576612531468
"150",0.118711069062301
"151",-0.27213380292853
"152",-0.164433947485356
"153",-0.0772479060083634
"154",-0.0354180072913623
"155",-0.3816924054034
"156",0.408818390861181
"157",-0.418460850451064
"158",0.0236625337195507
"159",-0.0851224131603668
"160",-0.0445399332613234
"161",-0.281847416098933
"162",-1.3134210514359
"163",-0.362225893413204
"164",-0.283805854118486
"165",-0.318523286230724
"166",0.114433609100754
"167",0.999245410114895
"168",0.307261249472977
"169",0.427395437466767
"170",-0.224060911289961
"171",-0.0930704431898768
"172",-0.429515204313641
"173",-0.662148908047404
"174",0.0218997617892971
"175",0.19160947477284
"176",0.790455657702277
"177",0.373584921564928
"178",0.0893568501462291
"179",0.217604112927073
"180",-0.351714644305104
"181",0.925624383046538
"182",0.891299014495279
"183",0.456517437311713
"184",0.896351860509441
"185",0.564459443892146
"186",1.36178018577746
"187",1.17608285372075
"188",0.552374072840933
"189",1.31430978311879
"190",0.684386702951705
"191",0.343350974680551
"192",0.120976305033889
"193",-0.276297797613386
"194",-0.695135735666535
"195",-0.163863357761279
"196",0.12010005164448
"197",0.189397155502073
"198",-0.486414492740706
"199",0.309741955757533
"200",-0.430772789158343
"201",-0.102249643902422
"202",0.038269109176474
"203",0.0642065793613238
"204",-0.141137588232314
"205",0.345121021823432
"206",0.811721226709452
"207",0.140002199889383
"208",-0.204952329200182
"209",0.166941153952712
"210",0.0784631507109878
"211",0.29362585711457
"212",-0.700774655898653
"213",-0.320251294878765
"214",-1.53423287635809
"215",-0.930608659975625
"216",-0.682876816434836
"217",-0.923319466558871
"218",-0.658788882726395
"219",-0.955887778993596
"220",-1.19374730461403
"221",-0.380342519683138
"222",-0.655530399706668
"223",-0.228678591612041
"224",-1.18250708182731
"225",-0.572180416898976
"226",-0.139502360165507
"227",0.0953502793181172
"228",0.0178012837492105
"229",0.241169013616828
"230",0.57292806588082
"231",0.328713396699155
"232",0.597841784341886
"233",-0.260593472860419
"234",0.402818325849279
"235",-0.277569671256885
"236",-1.17479330750659
"237",0.32137154182024
"238",0.714739746301718
"239",0.328095523348657
"240",0.0895664718799806
"241",-0.179716410291201
"242",-0.197851679197831
"243",0.70369307769849
"244",-0.663644748981488
"245",-0.683820276059766
"246",-0.46557161107566
"247",-0.255194690984859
"248",-0.313141602734071
"249",0.0327169804585171
"250",-0.629419453297131
"251",-1.08751602357771
"252",-0.422057227924116
"253",-0.647744084058735
"254",0.117507006016151
"255",-0.396222860852475
"256",-0.124204718097099
"257",-0.185145589519326
"258",-0.797211388367726
"259",-0.254821686366481
"260",0.0708955979156361
"261",-0.732722786377294
"262",-0.0867639363784173
"263",-0.147283204339819
"264",0.0644224007404328
"265",-0.334178272470985
"266",-0.811414940864701
"267",-0.272632892446109
"268",-0.0170560628166431
"269",0.0345686528902614
"270",-0.00204849626577059
"271",-0.191331256093087
"272",-0.119126261165714
"273",-0.0681594691695486
"274",0.0860216838188162
"275",0.253804807473338
"276",-0.312071798144039
"277",-0.0513079390824058
"278",0.483524027398449
"279",0.144535479012055
"280",0.755528694350126
"281",0.238077542392386
"282",0.752694197703979
"283",0.975535169963025
"284",-0.417000194898971
"285",0.637259763352172
"286",-0.247570437491204
"287",0.0995299835985662
"288",-0.484760661637341
"289",0.386815914433312
"290",0.347466944565298
"291",0.779081260474231
"292",-0.150324197897773
"293",-0.072159029500712
"294",-0.212103611645945
"295",0.0456013499148545
"296",-1.19165408952644
"297",-0.532958480381311
"298",-0.470493429735478
"299",-0.269830634137471
"300",0.174373009339797
