t,y
1,-1.385070619
2,-0.790998002
3,-1.227502746
4,-0.531146225
5,0.997672886
6,1.326305291
7,1.466434171
8,0.664851215
9,0.576040789
10,1.390548409
11,1.120586279
12,-0.564865394
13,-0.71395919
14,0.461800094
15,1.144829367
16,1.523591524
17,0.776247345
18,-0.607111641
19,-1.156122279
20,-1.641841334
21,-2.003621297
22,-0.784286483
23,-0.656788036
24,1.070449833
25,0.515927243
26,0.126134299
27,0.124085349
28,-0.505130428
29,-0.916716777
30,-1.274499138
31,-0.796487958
32,-1.817508158
33,-0.930184846
34,-0.568992074
35,-0.672748646
36,-0.114619872
37,0.639204918
38,0.55096168
39,-0.378387126
40,-0.614990848
41,-0.583818393
42,0.898049718
43,0.579488745
44,0.646258204
45,0.288398512
46,0.144233042
47,-0.679569329
48,-0.756895252
49,-0.50767354
50,0.458351497
51,-0.094984067
52,-0.235184375
53,-0.799225731
54,-0.421698647
55,-0.466393221
56,-0.575660105
57,-0.380510156
58,-0.847558724
59,-1.163476384
60,-0.605093011
61,-0.144931798
62,1.380428984
63,-0.177563772
64,-1.306212621
65,0.383729962
66,-0.306683172
67,-0.303253997
68,0.439985434
69,0.891959645
70,1.2402041
71,0.3382746
72,-0.553559523
73,-1.737393777
74,-0.511611484
75,-0.605882518
76,-0.150082739
77,0.837803261
78,2.176338286
79,2.117213705
80,1.755939047
81,0.963606421
82,1.606793905
83,1.429505515
84,0.394264227
85,-1.927006218
86,-2.105128287
87,-0.235421693
88,0.820308696
89,2.497363187
90,1.143955412
91,-0.472875843
92,0.174457386
93,0.834019268
94,0.749444888
95,0.895250331
96,0.171118482
97,0.739956162
98,1.490280959
99,-0.850279415
100,0.643575646
101,-0.103769124
102,-1.207865953
103,0.394574253
104,-0.059309966
105,-0.305443622
106,-0.997678272
107,-0.595569302
108,-0.121800751
109,-0.179391277
110,-0.214645929
111,0.112789397
112,0.082171303
113,-0.843130734
114,-0.855083382
115,0.167637268
116,-0.073862023
117,-0.534582601
118,-0.234000188
119,-0.689266016
120,0.794448176
121,0.777681305
122,1.44635276
123,0.838823517
124,0.806487722
125,1.341082565
126,0.891689412
127,0.806537744
128,-0.77398599
129,-0.077370817
130,1.564932363
131,2.251258833
132,-0.307992943
133,-0.968122707
134,-1.550858932
135,-3.395721411
136,-0.116273431
137,-0.898835352
138,-1.871262899
139,0.412772967
140,0.820758233
141,0.689124716
142,0.111714799
143,0.576851409
144,1.675020207
145,0.51331787
146,-1.170080106
147,-1.961297862
148,-1.61133815
149,-1.928116353
150,-0.298637898
151,-0.763491525
152,-1.76704249
153,-1.512041636
154,-1.527018989
155,-1.395594802
156,-0.603352539
157,-0.729613856
158,-1.250043452
159,-0.306842193
160,-1.662234879
161,-1.467479618
162,-0.180283914
163,0.345367703
164,0.499443247
165,0.221922429
166,-0.40976409
167,-1.200510371
168,0.696629646
169,-0.287439429
170,0.403936426
171,-1.090739522
172,0.116976584
173,0.336297914
174,0.802022497
175,1.012924063
176,0.100666508
177,0.470371291
178,-0.718565532
179,0.197908287
180,0.235719292
181,1.335214012
182,0.837701702
183,0.210498943
184,-0.342202716
185,0.645762239
186,0.196010259
187,-0.89835237
188,-1.194606478
189,0.217688444
190,-0.796015088
191,-0.216252036
192,-0.518604176
193,-0.496739791
194,-1.620586287
195,-0.904672073
196,-0.996214187
197,-0.652965103
198,0.475052363
199,-1.192161485
200,0.922277759
201,2.253227431
202,0.929947258
203,0.381881272
204,0.196965209
205,0.605178963
206,1.52839272
207,-0.095069479
208,0.540984422
209,-0.444669731
210,-0.720133365
211,-0.514140374
212,-0.041812473
213,-0.34032594
214,-0.851784269
215,-1.350664878
216,-3.032287715
217,-2.067637155
218,-1.511717384
219,-0.554474538
220,-0.225172855
221,0.538896674
222,1.660856311
223,-1.529829901
224,-1.749424361
225,-1.542926094
226,-1.391478681
227,-0.680985943
228,2.073175982
229,1.069037441
230,1.815984355
231,0.685962268
232,1.218464164
233,3.111460862
234,1.773571013
235,4.352007867
236,0.503966829
237,0.419155579
238,-2.236380296
239,-1.660676168
240,-1.42009651
241,-1.643673252
242,-1.158294757
243,-0.556368243
244,0.451460528
245,2.582259855
246,2.255006581
247,1.543946371
248,1.790347433
249,2.17217598
250,-0.231559509
251,0.408819814
252,-0.631187947
253,0.455969976
254,0.485428661
255,0.024558699
256,-1.335485017
257,-0.314306371
258,-0.050372793
259,0.548828497
260,0.390416758
261,0.250066584
262,-0.073420392
263,-0.2315648
264,-0.888032907
265,-0.311152575
266,-0.241989907
267,-0.490747662
268,-0.26454158
269,-0.39749168
270,1.171271684
271,-0.502068698
272,0.340339049
273,-0.847066761
274,-1.371285192
275,-0.549199053
276,-0.145632906
277,0.254583308
278,0.005649838
279,-0.704308356
280,-1.044113366
281,-2.001265026
282,-3.455354004
283,-0.945444641
284,0.775799912
285,-1.898329056
286,0.161942382
287,-0.158366971
288,0.382441839
289,0.550845298
290,0.332220293
291,-0.467310977
292,0.569533575
293,-0.244005986
294,-1.104931632
295,1.188098427
296,-0.651774093
297,-0.28881299
298,0.143902788
299,0.095699723
300,-0.591541691
301,-0.399792983
302,0.542223121
303,2.804610862
304,2.061591347
305,0.100767031
306,-0.796352005
307,-0.268608669
308,-0.315667688
309,-1.057970443
310,-1.559381092
311,0.542332735
312,0.263470061
313,0.050231722
314,-1.026852706
315,0.804143357
316,1.515219021
317,-0.108297564
318,0.447375672
319,0.092829316
320,-1.060245161
321,-0.051751553
322,1.497204757
323,1.31907622
324,0.907628735
325,0.224809082
326,-1.338657314
327,0.246235291
328,-0.583064551
329,-0.18453378
330,0.464318517
331,-0.746486053
332,-0.926405601
333,1.273712468
334,-0.133527418
335,-0.90878709
336,0.1859063
337,-1.240447432
338,-2.840523662
339,-1.420913679
340,-1.566597963
341,-2.701834695
342,-1.528979306
343,-2.058018437
344,-0.722549288
345,0.964846392
346,-1.411755671
347,-0.249682491
348,0.719870259
349,1.346548818
350,1.375992629
351,0.137524267
352,-1.348800947
353,-0.188939665
354,0.667859882
355,0.230828247
356,0.753437791
357,0.850626214
358,-0.053109533
359,1.69916686
360,1.683155813
361,0.95220147
362,0.705730033
363,0.47735747
364,-0.75545789
365,0.376990177
366,-1.434561116
367,-0.507168748
368,-0.221822958
369,0.204503427
370,0.903017363
371,-0.142507698
372,-2.904944349
373,-2.89855915
374,-0.652977003
375,0.294836454
376,0.247685819
377,2.004081633
378,0.701621363
379,0.997355467
380,0.704124527
381,-1.083295128
382,-0.762713998
383,0.297230222
384,-0.048498397
385,0.629281617
386,0.367523149
387,0.373914013
388,-0.64834499
389,1.384896403
390,-0.453940128
391,-0.584201472
392,0.454000543
393,-0.187486878
394,-0.124632174
395,-0.231958625
396,-0.329978155
397,-0.689720367
398,-0.383885303
399,-0.849371885
400,-2.110768469
401,-1.374656617
402,-0.708823079
403,-0.194616085
404,-1.283663412
405,-1.297458746
406,1.079436815
407,0.723006931
408,0.057079014
409,-1.207068881
410,-0.387812424
411,-1.176123218
412,-0.715883414
413,-1.20793094
414,-0.763787457
415,-0.725277572
416,0.798440453
417,0.899901085
418,0.916954345
419,1.750347724
420,0.552820251
421,-0.939747271
422,-0.212734971
423,0.663721189
424,1.338522231
425,0.703538593
426,-1.315658102
427,-2.201432446
428,-2.346577867
429,-1.663580307
430,0.115111304
431,-0.17314339
432,-0.610289746
433,-2.151673888
434,-1.799039809
435,0.314069819
436,-0.20181751
437,-0.652388184
438,1.145745053
439,-1.023110576
440,-0.011455663
441,0.364301568
442,-1.093239863
443,-2.092525912
444,-1.150313422
445,-0.924105671
446,-1.085222589
447,-1.061149012
448,-0.724483781
449,-0.895977974
450,-0.980527972
451,0.593896826
452,0.194444938
453,-0.418845768
454,-1.50907288
455,-1.600745158
456,-1.095537737
457,-0.335352637
458,-0.899346274
459,-1.777489335
460,-2.660853149
461,-0.918157373
462,0.308830476
463,-0.148235343
464,1.944125567
465,2.337816637
466,1.062126762
467,0.148989725
468,-0.112212026
469,0.220989306
470,0.822725634
471,2.379942448
472,0.18005763
473,1.341932641
474,0.423411929
475,1.763716896
476,-0.0094872
477,-0.835022461
478,0.88800155
479,0.14887424
480,-1.407583211
481,-0.869066781
482,0.090743378
483,-0.770368618
484,-0.653832435
485,-0.764768725
486,0.556542108
487,0.177718967
488,-0.906790411
489,-0.262680914
490,-1.392941097
491,-0.537261074
492,-0.984000825
493,-0.324340262
494,-0.983969628
495,-0.858329892
496,-1.361814628
497,-1.869533308
498,-1.878006569
499,-0.903429241
500,-0.681522784
501,-0.84375096
502,-0.550633069
503,1.159115616
504,0.846902677
505,1.21254271
506,0.118672811
507,-0.685900929
508,-0.559041158
509,0.076819461
510,-1.13829
511,-0.731269157
512,-0.907619958
513,-0.274650374
514,-0.714569703
515,-0.569968143
516,-0.27038367
517,-0.603529387
518,0.18331164
519,0.040448425
520,-0.547406908
521,0.656943035
522,1.867357373
523,0.008346049
524,0.65681692
525,1.816530827
526,0.144024625
527,0.91942441
528,0.080265766
529,1.59690119
530,-0.417210091
531,-0.96116849
532,-0.496707549
533,-0.877704965
534,-1.044811276
535,0.196696339
536,-0.548077745
537,-0.922527213
538,-1.136281518
539,-0.395397187
540,-0.565414975
541,0.279994122
542,-0.539513936
543,-0.830921368
544,0.548250366
545,0.800902832
546,0.606744595
547,-0.684255133
548,-0.014048497
549,-0.858019324
550,-0.869562087
